Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,,Manufactured Date,Expiry Date
Amoxiphen,Antipyretic,Ointment,481 mg,Boehringer Ingelheim GmbH,Pain,Prescription,,2024-12-03,2026-12-17
Clarivir,Antibiotic,Cream,781 mg,"Merck & Co., Inc.",Wound,Prescription,,2023-02-20,2025-02-25
Acetostatin,Antifungal,Drops,668 mg,GlaxoSmithKline plc,Virus,Prescription,,2024-06-21,2026-08-07
Ibuprocillin,Antiviral,Cream,149 mg,Amgen Inc.,Pain,Prescription,,2020-11-01,2023-09-22
Clarimycin,Antifungal,Drops,834 mg,Eli Lilly and Company,Depression,Over-the-Counter,,2022-07-02,2024-10-03
Dolostatin,Antipyretic,Cream,352 mg,"Merck & Co., Inc.",Fungus,Over-the-Counter,,2021-08-16,2023-02-08
Doloprofen,Analgesic,Drops,608 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,2021-12-21,2024-04-03
Ibuprostatin,Antiviral,Tablet,770 mg,Novo Nordisk A/S,Virus,Over-the-Counter,,2025-03-04,2028-03-02
Clarivir,Antidepressant,Capsule,972 mg,CSL Limited,Wound,Over-the-Counter,,2020-09-23,2022-09-26
Clarimet,Antidiabetic,Injection,46 mg,Amgen Inc.,Virus,Over-the-Counter,,2022-04-02,2024-07-30
Claricillin,Antidiabetic,Injection,445 mg,Amgen Inc.,Infection,Over-the-Counter,,2021-09-21,2024-03-30
Acetoprofen,Antibiotic,Ointment,540 mg,Roche Holding AG,Depression,Over-the-Counter,,2022-03-04,2023-11-02
Dolovir,Analgesic,Cream,609 mg,Boehringer Ingelheim GmbH,Virus,Over-the-Counter,,2020-07-08,2021-11-11
Acetoprofen,Analgesic,Capsule,131 mg,Takeda Pharmaceutical Company Limited,Depression,Prescription,,2020-06-26,2023-04-14
Ibuproprofen,Antipyretic,Syrup,137 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,2021-09-25,2023-01-14
Dextromet,Antidepressant,Tablet,706 mg,Amgen Inc.,Fever,Prescription,,2020-11-21,2023-02-05
Dolocillin,Antifungal,Capsule,778 mg,"Merck & Co., Inc.",Depression,Prescription,,2024-12-04,2026-08-31
Amoxinazole,Analgesic,Drops,175 mg,Roche Holding AG,Infection,Prescription,,2025-04-25,2027-03-04
Metomet,Antidiabetic,Ointment,391 mg,AstraZeneca plc,Pain,Prescription,,2025-05-29,2028-03-21
Metostatin,Antidiabetic,Drops,839 mg,Boehringer Ingelheim GmbH,Diabetes,Prescription,,2024-09-02,2026-10-13
Ibuprocillin,Antipyretic,Cream,781 mg,Biogen Inc.,Fever,Over-the-Counter,,2024-07-27,2026-03-20
Metoprofen,Antidiabetic,Capsule,695 mg,Biogen Inc.,Fungus,Prescription,,2022-04-19,2023-09-27
Ibuprovir,Antiseptic,Cream,219 mg,Sanofi S.A.,Pain,Prescription,,2023-02-23,2025-03-09
Acetostatin,Antiviral,Injection,454 mg,Johnson & Johnson,Virus,Over-the-Counter,,2024-08-23,2026-11-26
Clarinazole,Antibiotic,Syrup,135 mg,"Gilead Sciences, Inc.",Depression,Prescription,,2025-04-07,2027-02-13
Acetonazole,Antipyretic,Ointment,406 mg,Eli Lilly and Company,Diabetes,Over-the-Counter,,2022-02-27,2023-12-04
Acetonazole,Analgesic,Inhaler,395 mg,Roche Holding AG,Infection,Over-the-Counter,,2023-03-20,2025-09-25
Dextroprofen,Antifungal,Ointment,697 mg,Johnson & Johnson,Virus,Over-the-Counter,,2023-12-28,2025-05-16
Metoprofen,Antibiotic,Ointment,774 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2020-12-26,2022-02-17
Cefphen,Antifungal,Inhaler,764 mg,CSL Limited,Fever,Prescription,,2020-11-13,2023-05-05
Dextrovir,Analgesic,Ointment,609 mg,Biogen Inc.,Fungus,Over-the-Counter,,2025-05-07,2027-10-08
Metonazole,Antidepressant,Injection,577 mg,"Merck & Co., Inc.",Virus,Prescription,,2020-02-07,2022-06-04
Dextromycin,Antiseptic,Ointment,879 mg,AstraZeneca plc,Infection,Over-the-Counter,,2023-04-28,2025-09-10
Metomet,Antipyretic,Syrup,132 mg,"Merck & Co., Inc.",Wound,Over-the-Counter,,2020-02-13,2021-08-01
Clariphen,Antiviral,Inhaler,483 mg,Bayer AG,Fever,Prescription,,2025-06-09,2027-06-19
Amoximycin,Antidiabetic,Tablet,432 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,2023-12-28,2026-12-06
Metostatin,Antiseptic,Tablet,354 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,2025-01-06,2026-03-23
Metomycin,Antidiabetic,Capsule,785 mg,Sanofi S.A.,Wound,Over-the-Counter,,2024-12-09,2026-06-09
Acetocillin,Antipyretic,Cream,778 mg,Novartis AG,Wound,Over-the-Counter,,2022-07-04,2025-06-06
Amoxistatin,Antipyretic,Syrup,118 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2024-04-18,2025-04-22
Amoxiprofen,Antiseptic,Capsule,665 mg,Johnson & Johnson,Diabetes,Over-the-Counter,,2024-01-19,2026-08-11
Dextromycin,Antidepressant,Inhaler,337 mg,Roche Holding AG,Fungus,Over-the-Counter,,2021-06-03,2023-01-25
Amoxiprofen,Antibiotic,Tablet,552 mg,Novartis AG,Diabetes,Prescription,,2021-06-24,2024-04-20
Dextronazole,Antiseptic,Drops,442 mg,Boehringer Ingelheim GmbH,Pain,Prescription,,2022-08-31,2025-01-10
Ibupromet,Antiseptic,Syrup,451 mg,Amgen Inc.,Infection,Over-the-Counter,,2022-01-27,2023-02-14
Amoximycin,Antibiotic,Ointment,442 mg,AstraZeneca plc,Pain,Prescription,,2025-02-19,2026-04-24
Acetoprofen,Antidiabetic,Ointment,905 mg,Amgen Inc.,Wound,Prescription,,2022-12-20,2024-11-05
Claristatin,Antifungal,Tablet,719 mg,Teva Pharmaceutical Industries Ltd.,Infection,Over-the-Counter,,2021-06-20,2023-02-10
Metoprofen,Antidiabetic,Drops,946 mg,Biogen Inc.,Infection,Over-the-Counter,,2020-03-20,2023-01-14
Dextroprofen,Analgesic,Inhaler,560 mg,"Merck & Co., Inc.",Depression,Prescription,,2025-03-02,2026-12-15
Amoximet,Antiviral,Syrup,65 mg,GlaxoSmithKline plc,Wound,Prescription,,2021-02-15,2022-10-08
Cefstatin,Antibiotic,Cream,380 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,,2022-10-08,2024-12-02
Amoxiphen,Antipyretic,Capsule,708 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2020-05-18,2022-06-12
Acetocillin,Analgesic,Drops,424 mg,Roche Holding AG,Diabetes,Over-the-Counter,,2025-02-02,2026-02-06
Cefmycin,Antiviral,Injection,454 mg,CSL Limited,Diabetes,Prescription,,2025-05-07,2026-09-20
Cefprofen,Antiseptic,Ointment,189 mg,Amgen Inc.,Depression,Over-the-Counter,,2023-09-10,2025-10-10
Dolophen,Antibiotic,Capsule,635 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Prescription,,2022-09-13,2023-10-30
Metovir,Antiviral,Inhaler,906 mg,GlaxoSmithKline plc,Pain,Prescription,,2024-10-13,2027-04-23
Dolostatin,Analgesic,Syrup,639 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,,2023-01-20,2024-03-23
Metovir,Analgesic,Injection,466 mg,Bristol-Myers Squibb Company,Fever,Over-the-Counter,,2021-01-14,2023-12-18
Acetophen,Antipyretic,Inhaler,981 mg,Roche Holding AG,Wound,Over-the-Counter,,2020-09-02,2023-02-24
Metomet,Antiviral,Drops,607 mg,Novartis AG,Virus,Over-the-Counter,,2024-07-12,2026-12-23
Cefmet,Antiviral,Drops,275 mg,Biogen Inc.,Depression,Prescription,,2025-03-07,2028-01-05
Amoxiphen,Antiviral,Tablet,333 mg,Eli Lilly and Company,Depression,Over-the-Counter,,2022-04-24,2025-04-06
Dolonazole,Antidiabetic,Inhaler,300 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,,2024-11-02,2025-11-20
Clariprofen,Antidiabetic,Capsule,112 mg,"Gilead Sciences, Inc.",Wound,Prescription,,2022-02-01,2023-07-26
Acetovir,Analgesic,Inhaler,290 mg,Johnson & Johnson,Wound,Prescription,,2020-01-02,2022-12-26
Cefstatin,Antidepressant,Cream,113 mg,Sanofi S.A.,Virus,Prescription,,2024-05-14,2026-10-08
Amoximet,Antipyretic,Drops,678 mg,Amgen Inc.,Infection,Prescription,,2025-07-28,2027-03-02
Dolonazole,Antiseptic,Inhaler,522 mg,CSL Limited,Fever,Over-the-Counter,,2021-01-21,2023-07-25
Dextrocillin,Antifungal,Drops,680 mg,Roche Holding AG,Diabetes,Over-the-Counter,,2022-04-28,2024-11-14
Metocillin,Antifungal,Cream,351 mg,Bayer AG,Fever,Over-the-Counter,,2021-04-25,2023-08-28
Acetoprofen,Antidiabetic,Inhaler,709 mg,AstraZeneca plc,Pain,Prescription,,2021-02-19,2022-12-23
Acetophen,Antiseptic,Capsule,62 mg,Eli Lilly and Company,Depression,Prescription,,2022-07-15,2024-10-11
Cefprofen,Antidiabetic,Ointment,425 mg,Amgen Inc.,Infection,Prescription,,2021-02-04,2022-02-27
Cefmycin,Antiviral,Syrup,127 mg,"Merck & Co., Inc.",Infection,Over-the-Counter,,2023-07-26,2025-05-03
Cefprofen,Antibiotic,Cream,929 mg,Teva Pharmaceutical Industries Ltd.,Pain,Prescription,,2023-09-18,2025-09-22
Clariprofen,Antidepressant,Tablet,220 mg,Bayer AG,Diabetes,Prescription,,2022-01-08,2024-08-07
Cefvir,Antiseptic,Injection,998 mg,Biogen Inc.,Virus,Prescription,,2025-03-02,2028-02-05
Cefmet,Antidepressant,Drops,740 mg,Johnson & Johnson,Virus,Prescription,,2022-02-25,2023-06-23
Metonazole,Antidiabetic,Inhaler,476 mg,Johnson & Johnson,Pain,Prescription,,2024-11-18,2026-07-24
Ibupromet,Antiviral,Inhaler,413 mg,Novartis AG,Pain,Prescription,,2020-01-30,2021-03-31
Ibuprovir,Antidepressant,Drops,725 mg,Takeda Pharmaceutical Company Limited,Fungus,Over-the-Counter,,2022-08-20,2024-09-22
Metoprofen,Antifungal,Syrup,506 mg,"Merck & Co., Inc.",Fever,Over-the-Counter,,2020-06-21,2021-11-07
Amoxiphen,Antifungal,Cream,391 mg,Teva Pharmaceutical Industries Ltd.,Wound,Over-the-Counter,,2023-08-09,2026-02-10
Amoxivir,Antipyretic,Injection,137 mg,Bayer AG,Virus,Over-the-Counter,,2021-07-14,2023-02-16
Metomet,Analgesic,Drops,600 mg,Novartis AG,Infection,Prescription,,2020-07-16,2021-07-25
Acetostatin,Antibiotic,Cream,400 mg,Pfizer Inc.,Pain,Over-the-Counter,,2024-01-11,2026-07-30
Clarivir,Antiseptic,Ointment,76 mg,GlaxoSmithKline plc,Pain,Prescription,,2021-11-09,2023-02-05
Clariphen,Antidiabetic,Ointment,798 mg,Bayer AG,Virus,Over-the-Counter,,2024-11-05,2027-04-04
Ibuproprofen,Analgesic,Cream,739 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,2020-01-16,2022-05-03
Cefcillin,Antibiotic,Tablet,415 mg,Bristol-Myers Squibb Company,Fungus,Prescription,,2021-05-06,2023-01-13
Ibupronazole,Antiviral,Tablet,909 mg,AstraZeneca plc,Depression,Prescription,,2021-01-16,2023-02-02
Amoximet,Antiseptic,Capsule,221 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,,2022-11-13,2023-12-05
Dolonazole,Antidepressant,Ointment,110 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2020-11-16,2023-07-21
Dolocillin,Antiviral,Inhaler,989 mg,Novo Nordisk A/S,Pain,Over-the-Counter,,2020-06-18,2022-12-30
Ibupronazole,Antifungal,Drops,703 mg,AbbVie Inc.,Fungus,Over-the-Counter,,2024-07-24,2026-07-20
Ibupromet,Antifungal,Cream,163 mg,Biogen Inc.,Fever,Over-the-Counter,,2021-05-24,2023-06-12
Acetostatin,Antibiotic,Drops,112 mg,AbbVie Inc.,Pain,Prescription,,2025-01-29,2027-12-08
Dolomet,Antifungal,Inhaler,511 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,2025-06-22,2027-07-13
Metophen,Antiviral,Inhaler,38 mg,Biogen Inc.,Virus,Over-the-Counter,,2022-08-10,2024-04-05
Cefmycin,Antibiotic,Cream,747 mg,Takeda Pharmaceutical Company Limited,Diabetes,Over-the-Counter,,2020-07-08,2022-05-18
Metomycin,Analgesic,Inhaler,995 mg,Bayer AG,Virus,Over-the-Counter,,2023-07-26,2026-04-09
Acetovir,Antipyretic,Capsule,120 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2020-05-06,2021-11-28
Dolophen,Antiviral,Cream,723 mg,Biogen Inc.,Virus,Over-the-Counter,,2024-08-11,2026-04-02
Dextrophen,Antiviral,Drops,613 mg,Pfizer Inc.,Infection,Over-the-Counter,,2021-09-08,2023-06-08
Clarivir,Antidiabetic,Tablet,306 mg,Teva Pharmaceutical Industries Ltd.,Wound,Prescription,,2024-04-08,2025-09-03
Metomycin,Antifungal,Capsule,877 mg,Novo Nordisk A/S,Pain,Prescription,,2022-03-15,2024-10-02
Dextrostatin,Antifungal,Cream,688 mg,Pfizer Inc.,Pain,Prescription,,2023-11-09,2026-09-30
Metostatin,Antipyretic,Injection,413 mg,AbbVie Inc.,Fungus,Prescription,,2021-08-30,2023-06-06
Ibupromycin,Antibiotic,Inhaler,770 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2021-10-08,2023-03-16
Acetocillin,Analgesic,Drops,261 mg,Bayer AG,Fungus,Over-the-Counter,,2023-12-11,2025-02-17
Clarivir,Antiviral,Ointment,367 mg,Biogen Inc.,Diabetes,Prescription,,2021-09-23,2023-08-28
Cefnazole,Antiviral,Inhaler,308 mg,Boehringer Ingelheim GmbH,Fungus,Prescription,,2022-12-24,2024-08-20
Ibupromet,Antidiabetic,Capsule,433 mg,Novartis AG,Depression,Prescription,,2022-06-06,2025-05-14
Metostatin,Antifungal,Ointment,555 mg,Johnson & Johnson,Wound,Over-the-Counter,,2020-11-07,2022-04-18
Doloprofen,Antiviral,Cream,55 mg,CSL Limited,Virus,Prescription,,2023-12-15,2025-03-06
Doloprofen,Antipyretic,Drops,192 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,2024-09-24,2027-05-31
Amoxicillin,Antifungal,Syrup,723 mg,Bristol-Myers Squibb Company,Fever,Prescription,,2025-01-11,2027-04-15
Ibuprostatin,Antidiabetic,Inhaler,434 mg,Amgen Inc.,Depression,Over-the-Counter,,2022-07-29,2024-01-05
Ibuprovir,Antibiotic,Ointment,610 mg,AstraZeneca plc,Fever,Prescription,,2021-01-15,2023-09-20
Amoxistatin,Antidepressant,Cream,547 mg,Novartis AG,Diabetes,Prescription,,2024-12-02,2026-07-29
Dextroprofen,Antifungal,Tablet,145 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,2020-03-03,2023-02-12
Ibuproprofen,Antidepressant,Cream,936 mg,Bristol-Myers Squibb Company,Wound,Prescription,,2020-08-04,2022-12-02
Dextronazole,Analgesic,Inhaler,316 mg,Bayer AG,Diabetes,Prescription,,2021-10-01,2024-08-01
Cefcillin,Antibiotic,Cream,966 mg,AstraZeneca plc,Pain,Over-the-Counter,,2022-08-21,2024-03-10
Cefnazole,Antibiotic,Tablet,816 mg,"Gilead Sciences, Inc.",Virus,Over-the-Counter,,2020-10-07,2022-12-04
Ibupromet,Analgesic,Ointment,824 mg,CSL Limited,Pain,Over-the-Counter,,2021-03-10,2022-09-22
Amoxinazole,Antidepressant,Drops,495 mg,AbbVie Inc.,Pain,Prescription,,2023-04-02,2024-05-12
Dolocillin,Antipyretic,Drops,514 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2022-09-17,2024-04-17
Amoxicillin,Antiviral,Drops,552 mg,"Gilead Sciences, Inc.",Virus,Prescription,,2021-06-02,2024-04-15
Cefphen,Antipyretic,Cream,479 mg,Bayer AG,Wound,Prescription,,2020-02-15,2021-10-24
Ibupromycin,Antiseptic,Tablet,739 mg,Roche Holding AG,Virus,Over-the-Counter,,2022-04-20,2023-05-06
Clariphen,Analgesic,Capsule,216 mg,Sanofi S.A.,Depression,Over-the-Counter,,2021-09-15,2024-07-05
Dolonazole,Antipyretic,Injection,871 mg,"Gilead Sciences, Inc.",Diabetes,Over-the-Counter,,2021-08-12,2022-12-05
Acetovir,Antibiotic,Injection,759 mg,Eli Lilly and Company,Virus,Over-the-Counter,,2020-10-11,2022-05-02
Doloprofen,Antiviral,Injection,301 mg,"Merck & Co., Inc.",Infection,Prescription,,2024-05-23,2027-04-15
Cefmet,Antiviral,Ointment,860 mg,"Merck & Co., Inc.",Fever,Prescription,,2024-01-31,2025-06-29
Dolovir,Antidiabetic,Inhaler,173 mg,Eli Lilly and Company,Infection,Prescription,,2025-02-28,2026-10-31
Ibuprocillin,Antidepressant,Syrup,881 mg,CSL Limited,Wound,Over-the-Counter,,2021-10-23,2022-12-19
Ibuproprofen,Antibiotic,Ointment,288 mg,Novo Nordisk A/S,Wound,Over-the-Counter,,2025-04-16,2028-03-24
Claricillin,Antiviral,Cream,3 mg,"Gilead Sciences, Inc.",Wound,Over-the-Counter,,2022-04-22,2024-09-09
Acetomet,Antipyretic,Injection,258 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Over-the-Counter,,2022-10-06,2024-06-02
Dextrostatin,Antifungal,Syrup,178 mg,AbbVie Inc.,Fungus,Prescription,,2022-10-25,2025-09-19
Dextronazole,Antibiotic,Tablet,452 mg,Biogen Inc.,Depression,Over-the-Counter,,2021-05-28,2022-08-27
Dolophen,Antiviral,Cream,442 mg,Biogen Inc.,Wound,Prescription,,2024-11-09,2027-07-14
Amoxicillin,Antibiotic,Capsule,731 mg,AbbVie Inc.,Infection,Over-the-Counter,,2020-11-09,2023-07-07
Cefstatin,Antiseptic,Tablet,234 mg,Johnson & Johnson,Fever,Prescription,,2022-02-11,2024-03-14
Acetophen,Antibiotic,Ointment,535 mg,Eli Lilly and Company,Infection,Prescription,,2023-11-10,2025-12-05
Cefmet,Analgesic,Ointment,823 mg,Bayer AG,Virus,Over-the-Counter,,2024-08-26,2025-10-10
Ibupronazole,Antibiotic,Cream,249 mg,Johnson & Johnson,Fever,Over-the-Counter,,2025-01-04,2026-06-07
Doloprofen,Antibiotic,Tablet,161 mg,Teva Pharmaceutical Industries Ltd.,Diabetes,Over-the-Counter,,2022-06-07,2023-08-15
Clarimycin,Antibiotic,Inhaler,262 mg,Takeda Pharmaceutical Company Limited,Pain,Over-the-Counter,,2021-01-28,2023-06-22
Acetocillin,Antidepressant,Syrup,965 mg,Teva Pharmaceutical Industries Ltd.,Fever,Prescription,,2022-09-07,2024-06-14
Ibuprophen,Antifungal,Capsule,124 mg,Novartis AG,Fungus,Prescription,,2023-01-25,2025-03-25
Acetomet,Antibiotic,Inhaler,460 mg,CSL Limited,Virus,Over-the-Counter,,2020-06-20,2021-07-19
Dolophen,Antifungal,Inhaler,190 mg,Novartis AG,Infection,Prescription,,2025-06-26,2028-06-15
Clarivir,Antiseptic,Capsule,485 mg,Amgen Inc.,Fever,Over-the-Counter,,2021-09-12,2023-05-31
Acetovir,Antidiabetic,Inhaler,798 mg,Amgen Inc.,Depression,Over-the-Counter,,2024-03-20,2026-02-05
Amoxiprofen,Antibiotic,Drops,536 mg,Roche Holding AG,Pain,Prescription,,2023-04-19,2024-07-09
Clarinazole,Antipyretic,Injection,251 mg,Roche Holding AG,Pain,Over-the-Counter,,2021-06-12,2023-09-21
Metophen,Antidiabetic,Drops,983 mg,Novo Nordisk A/S,Wound,Over-the-Counter,,2020-03-27,2021-10-28
Claristatin,Antidepressant,Capsule,106 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2021-04-27,2022-05-31
Clarimycin,Antidiabetic,Drops,145 mg,Bristol-Myers Squibb Company,Wound,Prescription,,2021-10-14,2022-10-18
Dextromycin,Antipyretic,Inhaler,965 mg,Bristol-Myers Squibb Company,Depression,Prescription,,2021-03-09,2022-03-14
Ibupromycin,Antiseptic,Injection,636 mg,Eli Lilly and Company,Pain,Prescription,,2024-08-06,2026-04-09
Clariphen,Antifungal,Drops,139 mg,Takeda Pharmaceutical Company Limited,Depression,Over-the-Counter,,2024-03-04,2025-06-04
Clariphen,Antipyretic,Capsule,82 mg,"Merck & Co., Inc.",Wound,Prescription,,2021-10-06,2023-08-16
Dolomycin,Antipyretic,Inhaler,35 mg,AbbVie Inc.,Depression,Prescription,,2022-11-26,2025-02-02
Acetovir,Antidiabetic,Cream,400 mg,Novartis AG,Fever,Over-the-Counter,,2025-04-21,2026-10-27
Dextromycin,Antibiotic,Ointment,544 mg,CSL Limited,Fungus,Prescription,,2023-06-27,2025-12-21
Dextromet,Analgesic,Syrup,378 mg,Johnson & Johnson,Infection,Prescription,,2022-05-10,2024-07-15
Cefmet,Antipyretic,Capsule,514 mg,Novo Nordisk A/S,Depression,Prescription,,2023-02-10,2024-09-22
Cefcillin,Antiseptic,Drops,802 mg,Amgen Inc.,Depression,Over-the-Counter,,2023-07-25,2025-03-16
Clarimycin,Antibiotic,Injection,814 mg,Biogen Inc.,Infection,Over-the-Counter,,2021-11-24,2024-05-16
Dextroprofen,Antidiabetic,Drops,160 mg,CSL Limited,Infection,Prescription,,2023-06-09,2024-12-23
Clariprofen,Antidiabetic,Tablet,125 mg,AbbVie Inc.,Depression,Over-the-Counter,,2023-12-21,2026-02-13
Cefvir,Antibiotic,Ointment,120 mg,AbbVie Inc.,Depression,Over-the-Counter,,2021-03-03,2023-08-25
Cefphen,Antipyretic,Tablet,373 mg,AbbVie Inc.,Diabetes,Prescription,,2024-06-11,2025-11-04
Metoprofen,Antidepressant,Drops,154 mg,AbbVie Inc.,Diabetes,Over-the-Counter,,2023-12-20,2025-04-09
Acetocillin,Antibiotic,Ointment,454 mg,Teva Pharmaceutical Industries Ltd.,Fungus,Prescription,,2022-01-15,2023-05-02
Clariphen,Antibiotic,Ointment,369 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2025-02-06,2027-07-21
Clarimet,Antiseptic,Capsule,659 mg,Bayer AG,Depression,Prescription,,2023-04-20,2025-06-27
Ibuproprofen,Antipyretic,Syrup,600 mg,AstraZeneca plc,Fever,Over-the-Counter,,2025-06-01,2027-09-11
Amoxiprofen,Antiseptic,Cream,198 mg,Roche Holding AG,Virus,Over-the-Counter,,2021-09-21,2023-09-28
Cefstatin,Antipyretic,Inhaler,707 mg,Bayer AG,Infection,Prescription,,2024-08-07,2026-05-04
Cefprofen,Antiviral,Capsule,140 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2024-11-25,2026-06-01
Dextrocillin,Antifungal,Cream,446 mg,"Gilead Sciences, Inc.",Fever,Prescription,,2023-01-17,2025-08-03
Cefphen,Analgesic,Drops,851 mg,Bristol-Myers Squibb Company,Virus,Over-the-Counter,,2025-02-05,2028-01-17
Clarinazole,Antifungal,Drops,344 mg,"Gilead Sciences, Inc.",Fungus,Over-the-Counter,,2024-07-31,2026-12-24
Ibuprostatin,Antiseptic,Capsule,335 mg,Takeda Pharmaceutical Company Limited,Virus,Prescription,,2020-02-03,2021-05-27
Ibupronazole,Antiseptic,Drops,18 mg,Teva Pharmaceutical Industries Ltd.,Fever,Over-the-Counter,,2025-03-14,2028-02-10
Dextromet,Antiviral,Cream,133 mg,Roche Holding AG,Pain,Over-the-Counter,,2020-01-22,2021-01-27
Acetostatin,Antibiotic,Ointment,94 mg,Takeda Pharmaceutical Company Limited,Infection,Prescription,,2021-01-21,2023-05-02
Acetomet,Antiviral,Tablet,753 mg,Teva Pharmaceutical Industries Ltd.,Depression,Prescription,,2025-03-16,2027-02-26
Claricillin,Antidiabetic,Cream,751 mg,Novartis AG,Virus,Prescription,,2021-03-05,2022-05-19
Dolocillin,Antidepressant,Injection,506 mg,Takeda Pharmaceutical Company Limited,Fungus,Prescription,,2024-12-06,2027-08-08
Acetostatin,Antiviral,Syrup,833 mg,Eli Lilly and Company,Pain,Prescription,,2021-11-22,2024-06-23
Ibupromet,Antidepressant,Drops,169 mg,Biogen Inc.,Virus,Prescription,,2020-10-08,2021-11-10
Acetomet,Antiviral,Cream,462 mg,"Merck & Co., Inc.",Pain,Over-the-Counter,,2022-01-02,2024-06-03
Clariphen,Antidiabetic,Inhaler,299 mg,Eli Lilly and Company,Infection,Over-the-Counter,,2020-11-02,2023-01-13
Acetophen,Antidiabetic,Tablet,836 mg,Sanofi S.A.,Diabetes,Over-the-Counter,,2022-12-18,2025-03-12
Ibuprocillin,Antifungal,Cream,410 mg,Bristol-Myers Squibb Company,Diabetes,Over-the-Counter,,2023-04-07,2025-03-24
Dextronazole,Antidiabetic,Cream,349 mg,Sanofi S.A.,Fungus,Over-the-Counter,,2020-06-24,2021-11-10
Metostatin,Antifungal,Ointment,699 mg,Bristol-Myers Squibb Company,Fungus,Over-the-Counter,,2022-12-16,2024-10-24
Amoxistatin,Antiseptic,Ointment,112 mg,Novartis AG,Pain,Prescription,,2020-06-18,2022-09-27
Amoxivir,Antiseptic,Injection,384 mg,GlaxoSmithKline plc,Fever,Over-the-Counter,,2024-01-21,2026-10-15
Acetomycin,Analgesic,Syrup,188 mg,"Gilead Sciences, Inc.",Pain,Over-the-Counter,,2021-03-08,2022-10-02
Dolocillin,Antipyretic,Injection,214 mg,GlaxoSmithKline plc,Diabetes,Over-the-Counter,,2020-05-30,2021-08-19
Dolocillin,Antipyretic,Capsule,17 mg,Bristol-Myers Squibb Company,Wound,Over-the-Counter,,2021-02-05,2023-03-08
Amoxicillin,Antiviral,Capsule,829 mg,Boehringer Ingelheim GmbH,Virus,Prescription,,2020-06-30,2021-10-03
Acetoprofen,Antifungal,Syrup,753 mg,Biogen Inc.,Diabetes,Over-the-Counter,,2022-01-26,2023-12-10
Metostatin,Antidepressant,Syrup,545 mg,AstraZeneca plc,Diabetes,Over-the-Counter,,2025-07-15,2027-08-07
Dolocillin,Antidepressant,Inhaler,854 mg,Sanofi S.A.,Fever,Over-the-Counter,,2022-01-18,2024-11-12
Amoxiphen,Antiviral,Cream,491 mg,Novartis AG,Fever,Over-the-Counter,,2022-09-30,2023-12-24
Acetostatin,Antipyretic,Ointment,499 mg,"Merck & Co., Inc.",Virus,Over-the-Counter,,2021-05-23,2023-05-28
Acetostatin,Antibiotic,Capsule,964 mg,Boehringer Ingelheim GmbH,Wound,Over-the-Counter,,2021-04-04,2022-06-14
Metoprofen,Antiviral,Cream,981 mg,Takeda Pharmaceutical Company Limited,Wound,Prescription,,2020-06-07,2021-07-28
Cefcillin,Antipyretic,Inhaler,847 mg,Amgen Inc.,Virus,Over-the-Counter,,2024-08-30,2026-12-06
