Name,Category,Dosage Form,Strength,Manufacturer,Indication,Classification,Unnamed: 7,Manufactured Date,Expiry Date,Strength_mg
amoximycin,antidepressant,injection,490 mg,roche holding ag,infection,prescription,,2023-04-30,2024-09-09,490.0
ibuprovir,antibiotic,syrup,726 mg,pfizer inc.,depression,prescription,,2024-11-16,2026-02-03,726.0
dextrophen,antipyretic,capsule,70 mg,abbvie inc.,diabetes,prescription,,2024-09-27,2027-06-30,70.0
dextrophen,analgesic,injection,799 mg,teva pharmaceutical industries ltd.,infection,prescription,,2023-03-10,2025-06-16,799.0
dextrovir,antibiotic,syrup,881 mg,boehringer ingelheim gmbh,virus,prescription,,2021-10-31,2024-06-25,881.0
acetonazole,antiviral,tablet,479 mg,roche holding ag,fungus,over-the-counter,,2024-08-10,2026-07-25,479.0
acetovir,antibiotic,ointment,330 mg,novo nordisk a/s,fever,prescription,,2020-08-23,2022-01-14,330.0
amoxistatin,antidepressant,ointment,297 mg,bayer ag,infection,over-the-counter,,2023-03-10,2025-09-18,297.0
amoximet,analgesic,drops,938 mg,eli lilly and company,fever,over-the-counter,,2020-06-27,2022-04-17,938.0
metomycin,antibiotic,cream,973 mg,novartis ag,virus,prescription,,2020-10-28,2022-03-04,973.0
metomet,analgesic,syrup,793 mg,eli lilly and company,infection,prescription,,2023-11-16,2026-02-24,793.0
amoxivir,antipyretic,cream,605 mg,sanofi s.a.,pain,prescription,,2021-12-27,2024-12-03,605.0
dextromet,antifungal,injection,827 mg,amgen inc.,fever,prescription,,2023-08-12,2025-12-15,827.0
acetonazole,antifungal,drops,585 mg,amgen inc.,virus,over-the-counter,,2024-04-16,2026-04-21,585.0
dextrocillin,antidiabetic,cream,568 mg,amgen inc.,wound,over-the-counter,,2024-01-20,2025-07-03,568.0
clariphen,antidiabetic,injection,162 mg,bayer ag,fungus,over-the-counter,,2023-08-09,2026-07-04,162.0
metophen,antidiabetic,cream,990 mg,takeda pharmaceutical company limited,depression,prescription,,2021-07-16,2023-03-18,990.0
acetovir,analgesic,capsule,308 mg,biogen inc.,wound,prescription,,2023-07-22,2025-08-22,308.0
acetonazole,analgesic,injection,362 mg,astrazeneca plc,virus,over-the-counter,,2022-11-26,2025-10-19,362.0
acetomet,antibiotic,drops,731 mg,amgen inc.,virus,prescription,,2024-05-14,2025-08-22,731.0
ibupromet,analgesic,injection,804 mg,bristol-myers squibb company,depression,over-the-counter,,2021-08-26,2024-06-27,804.0
acetomet,antiviral,inhaler,509 mg,"gilead sciences, inc.",fever,prescription,,2023-04-10,2024-09-14,509.0
acetonazole,antidiabetic,syrup,472 mg,pfizer inc.,pain,over-the-counter,,2023-10-06,2025-04-19,472.0
amoximycin,antidepressant,injection,266 mg,pfizer inc.,wound,prescription,,2020-11-22,2023-09-09,266.0
ibuproprofen,antibiotic,capsule,117 mg,glaxosmithkline plc,fungus,over-the-counter,,2024-10-05,2025-10-08,117.0
ibuprostatin,antipyretic,cream,140 mg,novartis ag,depression,prescription,,2021-02-09,2023-10-20,140.0
cefmet,antibiotic,inhaler,570 mg,novartis ag,fungus,over-the-counter,,2023-02-17,2024-09-19,570.0
cefnazole,antifungal,capsule,937 mg,johnson & johnson,virus,over-the-counter,,2025-06-25,2026-06-30,937.0
ibupromet,antidepressant,drops,518 mg,sanofi s.a.,pain,prescription,,2023-01-22,2025-04-13,518.0
clariphen,antifungal,syrup,96 mg,teva pharmaceutical industries ltd.,virus,prescription,,2024-04-30,2025-10-04,96.0
amoxivir,antipyretic,inhaler,127 mg,astrazeneca plc,wound,prescription,,2024-07-06,2027-02-28,127.0
amoxiphen,antipyretic,drops,995 mg,"merck & co., inc.",fever,prescription,,2021-04-10,2022-12-30,995.0
acetostatin,analgesic,ointment,896 mg,amgen inc.,pain,prescription,,2020-04-15,2022-05-27,896.0
metonazole,antidepressant,inhaler,929 mg,takeda pharmaceutical company limited,pain,over-the-counter,,2022-05-30,2023-06-11,929.0
ibupromet,antidiabetic,ointment,867 mg,glaxosmithkline plc,virus,over-the-counter,,2021-06-14,2024-02-07,867.0
metoprofen,antiseptic,inhaler,634 mg,eli lilly and company,fungus,over-the-counter,,2024-10-15,2027-02-21,634.0
dolomycin,antibiotic,inhaler,715 mg,"gilead sciences, inc.",infection,prescription,,2024-09-18,2027-05-18,715.0
ibupronazole,antipyretic,cream,688 mg,bayer ag,depression,prescription,,2023-06-18,2025-06-08,688.0
ibuprostatin,antibiotic,ointment,238 mg,amgen inc.,virus,over-the-counter,,2022-10-12,2024-07-12,238.0
metophen,antipyretic,capsule,60 mg,"merck & co., inc.",diabetes,prescription,,2021-06-11,2023-04-09,60.0
cefcillin,antifungal,ointment,84 mg,novartis ag,pain,prescription,,2023-04-25,2024-12-31,84.0
ibupromycin,antibiotic,capsule,601 mg,"gilead sciences, inc.",infection,prescription,,2024-01-09,2026-08-13,601.0
amoxiphen,antibiotic,tablet,378 mg,"merck & co., inc.",infection,prescription,,2025-07-25,2026-10-26,378.0
ibuproprofen,antipyretic,drops,619 mg,amgen inc.,infection,over-the-counter,,2025-01-23,2027-08-15,619.0
dolomet,antidepressant,tablet,732 mg,biogen inc.,infection,prescription,,2023-04-02,2024-05-01,732.0
dolonazole,antiseptic,injection,103 mg,bristol-myers squibb company,fungus,prescription,,2023-04-22,2025-02-15,103.0
cefstatin,antidiabetic,syrup,285 mg,bayer ag,virus,over-the-counter,,2020-01-01,2022-05-10,285.0
ibupronazole,antidepressant,capsule,916 mg,takeda pharmaceutical company limited,wound,prescription,,2024-02-26,2025-06-08,916.0
ibuprocillin,analgesic,ointment,338 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2020-12-23,2022-10-28,338.0
metomycin,antipyretic,ointment,967 mg,teva pharmaceutical industries ltd.,fever,prescription,,2020-02-09,2022-01-02,967.0
dextronazole,antiseptic,ointment,670 mg,astrazeneca plc,depression,over-the-counter,,2020-01-04,2021-04-10,670.0
amoxiphen,antidepressant,capsule,72 mg,abbvie inc.,pain,prescription,,2020-08-19,2022-12-01,72.0
clarinazole,antidepressant,drops,503 mg,biogen inc.,diabetes,prescription,,2022-01-24,2024-03-09,503.0
dolomycin,antidiabetic,capsule,747 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2020-07-13,2021-09-02,747.0
dolomet,antiviral,cream,938 mg,"gilead sciences, inc.",virus,prescription,,2023-09-05,2026-03-24,938.0
clariprofen,antibiotic,syrup,892 mg,johnson & johnson,pain,prescription,,2022-01-04,2023-01-30,892.0
dextrophen,antidiabetic,inhaler,500 mg,boehringer ingelheim gmbh,diabetes,prescription,,2023-02-19,2024-06-13,500.0
ibuprophen,antidepressant,inhaler,455 mg,novo nordisk a/s,infection,prescription,,2022-01-16,2024-01-15,455.0
metoprofen,antidepressant,tablet,646 mg,eli lilly and company,infection,prescription,,2024-09-24,2027-08-09,646.0
dolomet,antidepressant,drops,948 mg,eli lilly and company,wound,over-the-counter,,2024-09-07,2026-11-07,948.0
metonazole,analgesic,capsule,724 mg,abbvie inc.,diabetes,over-the-counter,,2023-06-09,2025-12-13,724.0
acetostatin,analgesic,syrup,357 mg,"merck & co., inc.",wound,over-the-counter,,2020-04-10,2022-02-07,357.0
metocillin,antifungal,syrup,849 mg,amgen inc.,wound,over-the-counter,,2022-05-12,2024-07-26,849.0
doloprofen,antiseptic,syrup,230 mg,"merck & co., inc.",wound,prescription,,2022-04-24,2024-10-13,230.0
acetovir,antiseptic,injection,978 mg,sanofi s.a.,wound,over-the-counter,,2023-02-24,2024-08-01,978.0
ibuprophen,antibiotic,tablet,627 mg,takeda pharmaceutical company limited,diabetes,prescription,,2021-08-30,2024-07-07,627.0
metocillin,antidepressant,inhaler,701 mg,abbvie inc.,wound,prescription,,2020-05-29,2022-05-05,701.0
acetoprofen,antibiotic,cream,983 mg,teva pharmaceutical industries ltd.,depression,prescription,,2023-07-29,2025-12-09,983.0
metomycin,antifungal,injection,455 mg,johnson & johnson,virus,prescription,,2022-02-08,2024-12-31,455.0
clarimet,antibiotic,inhaler,52 mg,pfizer inc.,depression,over-the-counter,,2020-08-27,2023-04-26,52.0
dextromycin,antipyretic,capsule,61 mg,bayer ag,diabetes,over-the-counter,,2022-04-04,2024-01-11,61.0
doloprofen,antidiabetic,injection,361 mg,"gilead sciences, inc.",depression,over-the-counter,,2021-06-27,2023-04-18,361.0
dextromycin,antiviral,ointment,786 mg,takeda pharmaceutical company limited,fever,over-the-counter,,2024-05-14,2025-08-15,786.0
ibupronazole,antidiabetic,drops,644 mg,glaxosmithkline plc,infection,prescription,,2020-09-08,2022-02-17,644.0
metocillin,antiseptic,drops,606 mg,takeda pharmaceutical company limited,virus,prescription,,2023-08-29,2025-12-01,606.0
ibuproprofen,analgesic,ointment,310 mg,novartis ag,wound,prescription,,2020-05-25,2023-02-13,310.0
dextrocillin,antidepressant,syrup,745 mg,eli lilly and company,wound,over-the-counter,,2023-11-09,2025-11-27,745.0
ibuprocillin,antidiabetic,cream,352 mg,bayer ag,infection,prescription,,2021-01-28,2022-09-18,352.0
cefnazole,antipyretic,injection,859 mg,johnson & johnson,fungus,over-the-counter,,2024-11-21,2026-04-24,859.0
amoximet,antidiabetic,capsule,826 mg,abbvie inc.,pain,prescription,,2021-04-24,2023-01-26,826.0
dolomycin,antiviral,cream,385 mg,biogen inc.,infection,over-the-counter,,2024-05-01,2026-09-17,385.0
amoxinazole,antiseptic,syrup,322 mg,biogen inc.,diabetes,prescription,,2022-01-29,2024-10-12,322.0
dextrophen,antibiotic,capsule,406 mg,boehringer ingelheim gmbh,fungus,over-the-counter,,2022-08-28,2024-01-25,406.0
amoxivir,antidiabetic,capsule,747 mg,abbvie inc.,depression,over-the-counter,,2022-06-24,2023-12-21,747.0
dolomet,analgesic,injection,474 mg,roche holding ag,virus,prescription,,2022-06-26,2024-04-11,474.0
metoprofen,antipyretic,capsule,677 mg,glaxosmithkline plc,pain,over-the-counter,,2022-01-16,2024-06-17,677.0
amoxinazole,antiseptic,cream,742 mg,novartis ag,pain,over-the-counter,,2020-11-01,2022-12-13,742.0
acetocillin,antifungal,tablet,759 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2024-02-08,2025-09-02,759.0
claricillin,antibiotic,tablet,793 mg,eli lilly and company,infection,over-the-counter,,2022-02-06,2023-06-13,793.0
dolophen,antibiotic,syrup,361 mg,"merck & co., inc.",fungus,over-the-counter,,2021-05-16,2022-06-07,361.0
acetovir,antifungal,injection,852 mg,boehringer ingelheim gmbh,infection,over-the-counter,,2020-02-22,2021-02-27,852.0
amoximet,antidiabetic,ointment,70 mg,astrazeneca plc,fever,over-the-counter,,2022-07-31,2024-11-29,70.0
ibupromycin,antibiotic,syrup,403 mg,eli lilly and company,pain,over-the-counter,,2024-06-03,2026-04-10,403.0
acetostatin,antipyretic,injection,626 mg,novartis ag,wound,prescription,,2020-03-13,2023-01-03,626.0
acetocillin,antipyretic,injection,29 mg,takeda pharmaceutical company limited,fever,prescription,,2020-05-20,2023-01-14,29.0
metostatin,antibiotic,drops,29 mg,boehringer ingelheim gmbh,fever,prescription,,2024-08-10,2026-09-17,29.0
ibupronazole,antifungal,injection,398 mg,bayer ag,pain,prescription,,2022-12-30,2025-06-24,398.0
clarimycin,analgesic,tablet,315 mg,"merck & co., inc.",diabetes,over-the-counter,,2024-09-08,2026-12-26,315.0
ibuprophen,antiseptic,cream,995 mg,"gilead sciences, inc.",wound,prescription,,2021-04-08,2023-12-15,995.0
metocillin,antibiotic,injection,259 mg,biogen inc.,pain,prescription,,2021-05-06,2023-09-02,259.0
acetonazole,antidiabetic,tablet,461 mg,novartis ag,fungus,over-the-counter,,2022-03-24,2024-06-22,461.0
ibuprophen,analgesic,cream,553 mg,"gilead sciences, inc.",infection,over-the-counter,,2024-08-05,2026-07-15,553.0
cefmycin,antidiabetic,capsule,195 mg,"gilead sciences, inc.",diabetes,prescription,,2024-03-20,2026-12-19,195.0
dolovir,antidiabetic,injection,680 mg,novo nordisk a/s,fungus,over-the-counter,,2022-06-05,2023-07-16,680.0
cefmycin,antibiotic,inhaler,565 mg,boehringer ingelheim gmbh,wound,prescription,,2020-07-23,2023-03-28,565.0
doloprofen,antibiotic,inhaler,420 mg,"merck & co., inc.",pain,over-the-counter,,2022-01-30,2023-09-11,420.0
clariphen,antipyretic,tablet,837 mg,glaxosmithkline plc,fungus,prescription,,2022-11-23,2025-04-30,837.0
doloprofen,antiviral,drops,85 mg,csl limited,fungus,over-the-counter,,2024-05-30,2027-02-01,85.0
acetocillin,antipyretic,injection,310 mg,pfizer inc.,wound,prescription,,2021-01-01,2023-08-15,310.0
acetomycin,antifungal,ointment,310 mg,boehringer ingelheim gmbh,fever,over-the-counter,,2025-02-04,2026-03-22,310.0
acetoprofen,antiviral,injection,228 mg,abbvie inc.,pain,prescription,,2020-10-16,2022-12-30,228.0
dolophen,antiviral,capsule,740 mg,sanofi s.a.,virus,over-the-counter,,2023-10-10,2026-06-15,740.0
ibuproprofen,antifungal,inhaler,218 mg,abbvie inc.,fungus,over-the-counter,,2025-07-13,2027-08-22,218.0
dextrocillin,analgesic,syrup,573 mg,sanofi s.a.,diabetes,prescription,,2020-04-07,2022-10-24,573.0
dextromet,antiviral,drops,123 mg,boehringer ingelheim gmbh,diabetes,over-the-counter,,2024-01-22,2025-05-29,123.0
ibupromycin,antipyretic,ointment,164 mg,novartis ag,wound,over-the-counter,,2025-03-07,2026-09-01,164.0
dextrophen,antidiabetic,drops,299 mg,bristol-myers squibb company,infection,prescription,,2020-11-08,2023-02-19,299.0
metoprofen,antifungal,inhaler,876 mg,takeda pharmaceutical company limited,virus,over-the-counter,,2024-05-14,2025-09-04,876.0
cefstatin,antidiabetic,syrup,546 mg,roche holding ag,pain,over-the-counter,,2024-05-21,2026-12-16,546.0
ibupromet,antiseptic,drops,277 mg,johnson & johnson,depression,over-the-counter,,2025-02-11,2027-10-06,277.0
cefprofen,antidiabetic,cream,95 mg,abbvie inc.,infection,over-the-counter,,2023-04-28,2025-09-02,95.0
clariprofen,antiviral,cream,239 mg,roche holding ag,pain,over-the-counter,,2021-02-10,2022-07-21,239.0
ibuproprofen,antibiotic,cream,692 mg,bristol-myers squibb company,wound,over-the-counter,,2021-08-08,2022-09-05,692.0
ibupronazole,antiseptic,injection,578 mg,bayer ag,pain,over-the-counter,,2024-08-04,2027-03-06,578.0
dolomet,antibiotic,injection,338 mg,teva pharmaceutical industries ltd.,wound,prescription,,2025-07-01,2028-06-10,338.0
claristatin,antipyretic,cream,764 mg,novartis ag,wound,over-the-counter,,2021-03-13,2023-06-15,764.0
amoxivir,antidepressant,inhaler,53 mg,glaxosmithkline plc,fungus,over-the-counter,,2020-10-10,2022-07-25,53.0
clariprofen,antiviral,tablet,965 mg,johnson & johnson,depression,prescription,,2023-09-10,2025-09-09,965.0
dextroprofen,antidiabetic,injection,910 mg,sanofi s.a.,wound,prescription,,2020-11-20,2023-03-06,910.0
ibupromet,antiseptic,tablet,824 mg,abbvie inc.,depression,prescription,,2024-01-23,2025-05-03,824.0
metomycin,analgesic,injection,622 mg,biogen inc.,virus,over-the-counter,,2020-09-10,2023-08-15,622.0
clarivir,antipyretic,tablet,718 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2024-10-02,2026-01-28,718.0
dextronazole,antibiotic,inhaler,428 mg,teva pharmaceutical industries ltd.,fever,over-the-counter,,2021-04-04,2023-05-26,428.0
acetophen,antidepressant,inhaler,392 mg,amgen inc.,pain,over-the-counter,,2022-02-01,2024-05-10,392.0
ibuproprofen,antifungal,inhaler,98 mg,eli lilly and company,fungus,over-the-counter,,2022-04-18,2023-07-30,98.0
clariphen,antibiotic,ointment,295 mg,bristol-myers squibb company,fever,prescription,,2023-12-15,2025-02-01,295.0
metomycin,antiviral,inhaler,744 mg,teva pharmaceutical industries ltd.,fungus,over-the-counter,,2020-08-31,2023-07-28,744.0
doloprofen,antibiotic,ointment,241 mg,"gilead sciences, inc.",depression,over-the-counter,,2020-09-11,2022-12-29,241.0
cefvir,antidepressant,capsule,587 mg,csl limited,virus,over-the-counter,,2023-10-12,2026-09-29,587.0
metovir,antifungal,capsule,22 mg,csl limited,diabetes,over-the-counter,,2024-07-24,2027-03-06,22.0
clarimycin,analgesic,tablet,334 mg,amgen inc.,wound,over-the-counter,,2023-11-08,2025-05-09,334.0
dolovir,antibiotic,tablet,656 mg,amgen inc.,virus,prescription,,2020-05-17,2021-10-03,656.0
cefcillin,analgesic,drops,932 mg,biogen inc.,diabetes,prescription,,2021-12-12,2023-04-03,932.0
dolocillin,antiviral,inhaler,691 mg,boehringer ingelheim gmbh,wound,prescription,,2024-07-18,2027-02-05,691.0
dextrocillin,antipyretic,ointment,779 mg,roche holding ag,fungus,over-the-counter,,2024-03-08,2025-10-25,779.0
acetostatin,analgesic,drops,440 mg,bristol-myers squibb company,virus,over-the-counter,,2023-09-28,2025-02-10,440.0
amoxiphen,antipyretic,capsule,86 mg,abbvie inc.,wound,prescription,,2021-12-11,2024-08-24,86.0
dextrostatin,antiseptic,cream,316 mg,glaxosmithkline plc,infection,over-the-counter,,2021-03-05,2022-08-16,316.0
amoxiprofen,antidepressant,injection,57 mg,glaxosmithkline plc,diabetes,prescription,,2021-11-08,2023-12-17,57.0
clarimycin,antiseptic,syrup,468 mg,eli lilly and company,fever,prescription,,2021-11-26,2023-03-24,468.0
dolostatin,antidiabetic,cream,190 mg,astrazeneca plc,fungus,over-the-counter,,2025-03-31,2027-08-25,190.0
ibupronazole,antidepressant,drops,941 mg,bayer ag,infection,over-the-counter,,2022-03-23,2024-08-04,941.0
amoxinazole,antibiotic,injection,822 mg,boehringer ingelheim gmbh,wound,over-the-counter,,2022-02-11,2024-01-08,822.0
acetomet,antidepressant,tablet,5 mg,johnson & johnson,pain,prescription,,2020-01-02,2022-07-31,5.0
amoxivir,antiseptic,drops,369 mg,abbvie inc.,infection,prescription,,2021-08-06,2024-06-02,369.0
cefvir,antibiotic,inhaler,895 mg,pfizer inc.,diabetes,prescription,,2020-12-07,2022-09-12,895.0
dolocillin,antidiabetic,drops,687 mg,bayer ag,pain,prescription,,2020-12-07,2022-11-15,687.0
clariphen,antiviral,syrup,75 mg,novartis ag,fever,prescription,,2025-04-03,2026-09-26,75.0
cefprofen,antifungal,inhaler,74 mg,bayer ag,fungus,prescription,,2021-08-06,2024-02-02,74.0
metomycin,antidiabetic,inhaler,157 mg,sanofi s.a.,fungus,over-the-counter,,2025-02-11,2026-05-24,157.0
cefmet,antipyretic,drops,467 mg,"gilead sciences, inc.",virus,over-the-counter,,2020-01-27,2021-05-29,467.0
dextrophen,antidepressant,capsule,313 mg,bristol-myers squibb company,infection,over-the-counter,,2023-06-26,2025-10-20,313.0
dolomycin,antibiotic,tablet,934 mg,csl limited,wound,prescription,,2023-10-14,2024-12-01,934.0
dolonazole,antidepressant,ointment,183 mg,sanofi s.a.,pain,over-the-counter,,2022-09-15,2025-07-31,183.0
clariphen,antiviral,syrup,681 mg,"gilead sciences, inc.",fungus,over-the-counter,,2020-09-11,2022-06-03,681.0
cefstatin,antipyretic,cream,225 mg,eli lilly and company,infection,over-the-counter,,2023-11-06,2026-11-02,225.0
clarivir,antibiotic,cream,249 mg,johnson & johnson,wound,over-the-counter,,2022-08-10,2023-11-08,249.0
claristatin,antidiabetic,injection,103 mg,"merck & co., inc.",pain,over-the-counter,,2021-09-10,2023-05-30,103.0
metomycin,antidepressant,cream,856 mg,"merck & co., inc.",depression,over-the-counter,,2023-03-01,2025-04-01,856.0
amoximet,antiseptic,ointment,510 mg,astrazeneca plc,diabetes,prescription,,2021-08-13,2023-09-15,510.0
amoxiphen,antidepressant,tablet,942 mg,boehringer ingelheim gmbh,depression,over-the-counter,,2022-10-25,2024-08-26,942.0
ibuprocillin,antidiabetic,cream,321 mg,"gilead sciences, inc.",fungus,over-the-counter,,2025-01-28,2027-12-23,321.0
dolomycin,antiviral,injection,994 mg,takeda pharmaceutical company limited,wound,over-the-counter,,2024-06-28,2027-03-26,994.0
claristatin,antidiabetic,cream,161 mg,pfizer inc.,pain,over-the-counter,,2021-07-03,2023-07-01,161.0
amoxinazole,antiviral,cream,633 mg,"merck & co., inc.",fever,prescription,,2021-01-30,2022-08-04,633.0
ibuprophen,antidepressant,injection,316 mg,novo nordisk a/s,diabetes,over-the-counter,,2024-08-31,2026-07-25,316.0
cefstatin,antifungal,injection,481 mg,roche holding ag,virus,prescription,,2024-07-24,2026-09-27,481.0
acetophen,antiviral,cream,324 mg,biogen inc.,fever,prescription,,2021-09-03,2022-10-05,324.0
dextromet,antipyretic,injection,720 mg,sanofi s.a.,fungus,prescription,,2021-11-27,2024-05-24,720.0
